date,region,rep,channel,units,revenue
2026-07-10,East,Cai Moreau,web,290,11600.00
2026-07-10,North,Dara Nkemi,direct,"1,117",44680.00
2026-07-10,South,Dara Nkemi,partner,"1,607",64280.00
2026-07-10,West,Ada Okafor,web,"2,274",90960.00
2026-07-10,East,Ada Okafor,direct,"1,114",44560.00
2026-07-10,North,Ben Iyer,partner,590,23600.00
2026-07-10,South,Ben Iyer,web,"1,361",54440.00
2026-07-10,West,Cai Moreau,direct,"1,135",45400.00
2026-07-10,East,Cai Moreau,partner,"1,190",47600.00
2026-07-10,North,Dara Nkemi,web,"1,907",76280.00
2026-07-10,South,Dara Nkemi,direct,"2,152",86080.00
2026-07-10,West,Ada Okafor,partner,"2,034",81360.00
2026-07-10,East,Ada Okafor,web,"1,941",77640.00
2026-07-10,North,Ben Iyer,direct,446,17840.00
2026-07-10,South,Ben Iyer,partner,"2,585",103400.00
2026-07-10,West,Cai Moreau,web,"1,757",70280.00
2026-07-10,East,Cai Moreau,direct,"2,162",86480.00
2026-07-10,North,Dara Nkemi,partner,"2,218",88720.00
2026-07-10,South,Dara Nkemi,web,262,10480.00
2026-07-10,West,Ada Okafor,direct,"1,473",58920.00
2026-07-10,East,Ada Okafor,partner,"2,051",82040.00
2026-07-10,North,Ben Iyer,web,623,24920.00
2026-07-10,South,Ben Iyer,direct,"1,259",50360.00
2026-07-10,West,Cai Moreau,partner,"1,237",49480.00
2026-07-10,East,Cai Moreau,web,"2,520",100800.00
2026-07-10,North,Dara Nkemi,direct,483,19320.00
2026-07-10,South,Dara Nkemi,partner,"1,265",50600.00
2026-07-10,West,Ada Okafor,web,369,14760.00
2026-07-10,East,Ada Okafor,direct,"1,960",78400.00
2026-07-10,North,Ben Iyer,partner,"1,064",42560.00
2026-07-10,South,Ben Iyer,web,450,18000.00
2026-07-10,West,Cai Moreau,direct,"1,290",51600.00
2026-07-10,East,Cai Moreau,partner,739,29560.00
2026-07-10,North,Dara Nkemi,web,"1,735",69400.00
2026-07-10,South,Dara Nkemi,direct,984,39360.00
2026-07-10,West,Ada Okafor,partner,981,39240.00
2026-07-10,East,Ada Okafor,web,"1,730",69200.00
2026-07-10,North,Ben Iyer,direct,"1,591",63640.00
2026-07-10,South,Ben Iyer,partner,"1,135",45400.00
2026-07-10,West,Cai Moreau,web,"1,467",58680.00
2026-07-10,East,Cai Moreau,direct,"2,592",103680.00
2026-07-10,North,Dara Nkemi,partner,"1,385",55400.00
2026-07-10,South,Dara Nkemi,web,650,26000.00
2026-07-10,West,Ada Okafor,direct,328,13120.00
2026-07-10,East,Ada Okafor,partner,"1,510",60400.00
2026-07-11,North,Ben Iyer,web,"1,979",79160.00
2026-07-11,South,Ben Iyer,direct,"1,018",40720.00
2026-07-11,West,Cai Moreau,partner,"2,473",98920.00
2026-07-11,East,Cai Moreau,web,"1,081",43240.00
2026-07-11,North,Dara Nkemi,direct,"2,173",86920.00
2026-07-11,South,Dara Nkemi,partner,"1,947",77880.00
2026-07-11,West,Ada Okafor,web,"1,678",67120.00
2026-07-11,East,Ada Okafor,direct,904,36160.00
2026-07-11,North,Ben Iyer,partner,876,35040.00
2026-07-11,South,Ben Iyer,web,"1,679",67160.00
2026-07-11,West,Cai Moreau,direct,"1,843",73720.00
2026-07-11,East,Cai Moreau,partner,"1,579",63160.00
2026-07-11,North,Dara Nkemi,web,"1,168",46720.00
2026-07-11,South,Dara Nkemi,direct,"1,240",49600.00
2026-07-11,West,Ada Okafor,partner,"2,371",94840.00
2026-07-11,East,Ada Okafor,web,"1,846",73840.00
2026-07-11,North,Ben Iyer,direct,911,36440.00
2026-07-11,South,Ben Iyer,partner,"2,221",88840.00
2026-07-11,West,Cai Moreau,web,"1,361",54440.00
2026-07-11,East,Cai Moreau,direct,871,34840.00
2026-07-11,North,Dara Nkemi,partner,"2,275",91000.00
2026-07-11,South,Dara Nkemi,web,"1,739",69560.00
2026-07-11,West,Ada Okafor,direct,689,27560.00
2026-07-11,East,Ada Okafor,partner,"2,554",102160.00
2026-07-11,North,Ben Iyer,web,417,16680.00
2026-07-11,South,Ben Iyer,direct,880,35200.00
2026-07-11,West,Cai Moreau,partner,"1,686",67440.00
2026-07-11,East,Cai Moreau,web,"2,121",84840.00
2026-07-11,North,Dara Nkemi,direct,824,32960.00
2026-07-11,South,Dara Nkemi,partner,"1,774",70960.00
2026-07-11,West,Ada Okafor,web,601,24040.00
2026-07-11,East,Ada Okafor,direct,602,24080.00
2026-07-11,North,Ben Iyer,partner,"1,720",68800.00
2026-07-11,South,Ben Iyer,web,592,23680.00
2026-07-11,West,Cai Moreau,direct,"2,361",94440.00
2026-07-11,East,Cai Moreau,partner,443,17720.00
2026-07-11,North,Dara Nkemi,web,423,16920.00
2026-07-11,South,Dara Nkemi,direct,"1,518",60720.00
2026-07-11,West,Ada Okafor,partner,"1,979",79160.00
2026-07-11,East,Ada Okafor,web,"1,544",61760.00
2026-07-11,North,Ben Iyer,direct,"1,171",46840.00
2026-07-11,South,Ben Iyer,partner,"1,453",58120.00
2026-07-11,West,Cai Moreau,web,444,17760.00
2026-07-11,East,Cai Moreau,direct,460,18400.00
2026-07-11,North,Dara Nkemi,partner,"2,449",97960.00
2026-07-11,South,Dara Nkemi,web,"1,752",70080.00
2026-07-11,West,Ada Okafor,direct,"1,421",56840.00
2026-07-11,East,Ada Okafor,partner,991,39640.00
2026-07-11,North,Ben Iyer,web,"1,730",69200.00
2026-07-11,South,Ben Iyer,direct,"2,116",84640.00
2026-07-11,West,Cai Moreau,partner,"2,099",83960.00
2026-07-11,East,Cai Moreau,web,"1,522",60880.00
2026-07-11,North,Dara Nkemi,direct,"1,110",44400.00
2026-07-12,South,Dara Nkemi,partner,263,10520.00
2026-07-12,West,Ada Okafor,web,"2,122",84880.00
2026-07-12,East,Ada Okafor,direct,411,16440.00
2026-07-12,North,Ben Iyer,partner,"1,609",64360.00
2026-07-12,South,Ben Iyer,web,"2,288",91520.00
2026-07-12,West,Cai Moreau,direct,813,32520.00
2026-07-12,East,Cai Moreau,partner,268,10720.00
2026-07-12,North,Dara Nkemi,web,"1,557",62280.00
2026-07-12,South,Dara Nkemi,direct,"1,522",60880.00
2026-07-12,West,Ada Okafor,partner,536,21440.00
2026-07-12,East,Ada Okafor,web,967,38680.00
2026-07-12,North,Ben Iyer,direct,"1,836",73440.00
2026-07-12,South,Ben Iyer,partner,487,19480.00
2026-07-12,West,Cai Moreau,web,"1,564",62560.00
2026-07-12,East,Cai Moreau,direct,"2,169",86760.00
2026-07-12,North,Dara Nkemi,partner,895,35800.00
2026-07-12,South,Dara Nkemi,web,811,32440.00
2026-07-12,West,Ada Okafor,direct,"2,105",84200.00
2026-07-12,East,Ada Okafor,partner,"1,425",57000.00
2026-07-12,North,Ben Iyer,web,"2,387",95480.00
2026-07-12,South,Ben Iyer,direct,710,28400.00
2026-07-12,West,Cai Moreau,partner,229,9160.00
2026-07-12,East,Cai Moreau,web,"1,898",75920.00
2026-07-12,North,Dara Nkemi,direct,"1,622",64880.00
2026-07-12,South,Dara Nkemi,partner,231,9240.00
2026-07-12,West,Ada Okafor,web,556,22240.00
2026-07-12,East,Ada Okafor,direct,"2,426",97040.00
2026-07-12,North,Ben Iyer,partner,"1,953",78120.00
2026-07-12,South,Ben Iyer,web,"1,885",75400.00
2026-07-12,West,Cai Moreau,direct,590,23600.00
2026-07-12,East,Cai Moreau,partner,"1,609",64360.00
2026-07-12,North,Dara Nkemi,web,"1,405",56200.00
2026-07-12,South,Dara Nkemi,direct,"1,464",58560.00
2026-07-12,West,Ada Okafor,partner,"2,165",86600.00
2026-07-12,East,Ada Okafor,web,489,19560.00
2026-07-12,North,Ben Iyer,direct,827,33080.00
2026-07-12,South,Ben Iyer,partner,"2,374",94960.00
2026-07-12,West,Cai Moreau,web,"1,613",64520.00
2026-07-12,East,Cai Moreau,direct,"2,478",99120.00
2026-07-12,North,Dara Nkemi,partner,390,15600.00
2026-07-12,South,Dara Nkemi,web,"1,702",68080.00
2026-07-12,West,Ada Okafor,direct,857,34280.00
2026-07-12,East,Ada Okafor,partner,"2,102",84080.00
2026-07-12,North,Ben Iyer,web,"2,430",97200.00
2026-07-12,South,Ben Iyer,direct,"1,915",76600.00
2026-07-12,West,Cai Moreau,partner,901,36040.00
2026-07-12,East,Cai Moreau,web,"2,327",93080.00
2026-07-12,North,Dara Nkemi,direct,"1,127",45080.00
2026-07-12,South,Dara Nkemi,partner,"1,768",70720.00
2026-07-12,West,Ada Okafor,web,"1,686",67440.00
2026-07-12,East,Ada Okafor,direct,"1,620",64800.00
2026-07-12,North,Ben Iyer,partner,775,31000.00
2026-07-12,South,Ben Iyer,web,"1,074",42960.00
2026-07-13,West,Cai Moreau,direct,225,9000.00
2026-07-13,East,Cai Moreau,partner,"2,289",91560.00
2026-07-13,North,Dara Nkemi,web,"1,683",67320.00
2026-07-13,South,Dara Nkemi,direct,706,28240.00
2026-07-13,West,Ada Okafor,partner,"1,255",50200.00
2026-07-13,East,Ada Okafor,web,"2,309",92360.00
2026-07-13,North,Ben Iyer,direct,458,18320.00
2026-07-13,South,Ben Iyer,partner,970,38800.00
2026-07-13,West,Cai Moreau,web,"1,243",49720.00
2026-07-13,East,Cai Moreau,direct,"1,761",70440.00
2026-07-13,North,Dara Nkemi,partner,"1,682",67280.00
2026-07-13,South,Dara Nkemi,web,"1,015",40600.00
2026-07-13,West,Ada Okafor,direct,943,37720.00
2026-07-13,East,Ada Okafor,partner,"1,794",71760.00
2026-07-13,North,Ben Iyer,web,269,10760.00
2026-07-13,South,Ben Iyer,direct,807,32280.00
2026-07-13,West,Cai Moreau,partner,"1,298",51920.00
2026-07-13,East,Cai Moreau,web,573,22920.00
2026-07-13,North,Dara Nkemi,direct,"1,307",52280.00
2026-07-13,South,Dara Nkemi,partner,"2,292",91680.00
2026-07-13,West,Ada Okafor,web,"1,632",65280.00
2026-07-13,East,Ada Okafor,direct,820,32800.00
2026-07-13,North,Ben Iyer,partner,"2,078",83120.00
2026-07-13,South,Ben Iyer,web,593,23720.00
2026-07-13,West,Cai Moreau,direct,"1,539",61560.00
2026-07-13,East,Cai Moreau,partner,345,13800.00
2026-07-13,North,Dara Nkemi,web,922,36880.00
2026-07-13,South,Dara Nkemi,direct,"2,166",86640.00
2026-07-13,West,Ada Okafor,partner,941,37640.00
2026-07-13,East,Ada Okafor,web,"1,777",71080.00
2026-07-13,North,Ben Iyer,direct,"2,020",80800.00
2026-07-13,South,Ben Iyer,partner,"2,321",92840.00
2026-07-13,West,Cai Moreau,web,"1,562",62480.00
2026-07-13,East,Cai Moreau,direct,"2,414",96560.00
2026-07-13,North,Dara Nkemi,partner,270,10800.00
2026-07-13,South,Dara Nkemi,web,"1,394",55760.00
2026-07-13,West,Ada Okafor,direct,"1,069",42760.00
2026-07-13,East,Ada Okafor,partner,945,37800.00
2026-07-13,North,Ben Iyer,web,"1,709",68360.00
2026-07-13,South,Ben Iyer,direct,"1,416",56640.00
2026-07-13,West,Cai Moreau,partner,"1,271",50840.00
2026-07-13,East,Cai Moreau,web,257,10280.00
2026-07-13,North,Dara Nkemi,direct,"1,769",70760.00
2026-07-13,South,Dara Nkemi,partner,"2,248",89920.00
2026-07-13,West,Ada Okafor,web,499,19960.00
2026-07-13,East,Ada Okafor,direct,"2,149",85960.00
2026-07-13,North,Ben Iyer,partner,685,27400.00
2026-07-13,South,Ben Iyer,web,"1,194",47760.00
2026-07-13,West,Cai Moreau,direct,"1,266",50640.00
2026-07-13,East,Cai Moreau,partner,"1,764",70560.00
2026-07-13,North,Dara Nkemi,web,357,14280.00
2026-07-13,South,Dara Nkemi,direct,466,18640.00
2026-07-13,West,Ada Okafor,partner,413,16520.00
2026-07-14,East,Ada Okafor,web,"2,111",84440.00
2026-07-14,North,Ben Iyer,direct,293,11720.00
2026-07-14,South,Ben Iyer,partner,"1,639",65560.00
2026-07-14,West,Cai Moreau,web,699,27960.00
2026-07-14,East,Cai Moreau,direct,233,9320.00
2026-07-14,North,Dara Nkemi,partner,520,20800.00
2026-07-14,South,Dara Nkemi,web,702,28080.00
2026-07-14,West,Ada Okafor,direct,"2,415",96600.00
2026-07-14,East,Ada Okafor,partner,722,28880.00
2026-07-14,North,Ben Iyer,web,746,29840.00
2026-07-14,South,Ben Iyer,direct,"1,036",41440.00
2026-07-14,West,Cai Moreau,partner,"1,650",66000.00
2026-07-14,East,Cai Moreau,web,"2,132",85280.00
2026-07-14,North,Dara Nkemi,direct,867,34680.00
2026-07-14,South,Dara Nkemi,partner,234,9360.00
2026-07-14,West,Ada Okafor,web,"1,671",66840.00
2026-07-14,East,Ada Okafor,direct,956,38240.00
2026-07-14,North,Ben Iyer,partner,"1,697",67880.00
2026-07-14,South,Ben Iyer,web,"2,477",99080.00
2026-07-14,West,Cai Moreau,direct,"1,014",40560.00
2026-07-14,East,Cai Moreau,partner,"1,479",59160.00
2026-07-14,North,Dara Nkemi,web,650,26000.00
2026-07-14,South,Dara Nkemi,direct,309,12360.00
2026-07-14,West,Ada Okafor,partner,"1,814",72560.00
2026-07-14,East,Ada Okafor,web,439,17560.00
2026-07-14,North,Ben Iyer,direct,"1,564",62560.00
2026-07-14,South,Ben Iyer,partner,944,37760.00
2026-07-14,West,Cai Moreau,web,"2,167",86680.00
2026-07-14,East,Cai Moreau,direct,"1,903",76120.00
2026-07-14,North,Dara Nkemi,partner,"2,525",101000.00
2026-07-14,South,Dara Nkemi,web,"1,141",45640.00
2026-07-14,West,Ada Okafor,direct,"2,038",81520.00
2026-07-14,East,Ada Okafor,partner,"1,478",59120.00
2026-07-14,North,Ben Iyer,web,"1,059",42360.00
2026-07-14,South,Ben Iyer,direct,"1,839",73560.00
2026-07-14,West,Cai Moreau,partner,"2,575",103000.00
2026-07-14,East,Cai Moreau,web,793,31720.00
2026-07-14,North,Dara Nkemi,direct,820,32800.00
2026-07-14,South,Dara Nkemi,partner,"1,160",46400.00
2026-07-14,West,Ada Okafor,web,"2,287",91480.00
2026-07-14,East,Ada Okafor,direct,"2,030",81200.00
2026-07-14,North,Ben Iyer,partner,961,38440.00
2026-07-14,South,Ben Iyer,web,"1,527",61080.00
2026-07-14,West,Cai Moreau,direct,"1,169",46760.00
2026-07-14,East,Cai Moreau,partner,"1,840",73600.00
2026-07-14,North,Dara Nkemi,web,"1,525",61000.00
2026-07-14,South,Dara Nkemi,direct,"1,459",58360.00
2026-07-14,West,Ada Okafor,partner,"2,455",98200.00
2026-07-14,East,Ada Okafor,web,995,39800.00
2026-07-14,North,Ben Iyer,direct,"2,229",89160.00
2026-07-14,South,Ben Iyer,partner,"2,452",98080.00
2026-07-14,West,Cai Moreau,web,"1,889",75560.00
2026-07-14,East,Cai Moreau,direct,397,15880.00
2026-07-15,North,Dara Nkemi,partner,"1,056",42240.00
2026-07-15,South,Dara Nkemi,web,361,14440.00
2026-07-15,West,Ada Okafor,direct,"1,562",62480.00
2026-07-15,East,Ada Okafor,partner,"2,283",91320.00
2026-07-15,North,Ben Iyer,web,"2,566",102640.00
2026-07-15,South,Ben Iyer,direct,"1,042",41680.00
2026-07-15,West,Cai Moreau,partner,229,9160.00
2026-07-15,East,Cai Moreau,web,"1,481",59240.00
2026-07-15,North,Dara Nkemi,direct,"1,782",71280.00
2026-07-15,South,Dara Nkemi,partner,650,26000.00
2026-07-15,West,Ada Okafor,web,"1,441",57640.00
2026-07-15,East,Ada Okafor,direct,"1,389",55560.00
2026-07-15,North,Ben Iyer,partner,"1,809",72360.00
2026-07-15,South,Ben Iyer,web,"2,463",98520.00
2026-07-15,West,Cai Moreau,direct,939,37560.00
2026-07-15,East,Cai Moreau,partner,"2,540",101600.00
2026-07-15,North,Dara Nkemi,web,"1,844",73760.00
2026-07-15,South,Dara Nkemi,direct,724,28960.00
2026-07-15,West,Ada Okafor,partner,546,21840.00
2026-07-15,East,Ada Okafor,web,"2,179",87160.00
2026-07-15,North,Ben Iyer,direct,"1,943",77720.00
2026-07-15,South,Ben Iyer,partner,203,8120.00
2026-07-15,West,Cai Moreau,web,"2,073",82920.00
2026-07-15,East,Cai Moreau,direct,327,13080.00
2026-07-15,North,Dara Nkemi,partner,956,38240.00
2026-07-15,South,Dara Nkemi,web,563,22520.00
2026-07-15,West,Ada Okafor,direct,575,23000.00
2026-07-15,East,Ada Okafor,partner,"1,964",78560.00
2026-07-15,North,Ben Iyer,web,"2,222",88880.00
2026-07-15,South,Ben Iyer,direct,"2,062",82480.00
2026-07-15,West,Cai Moreau,partner,"2,096",83840.00
2026-07-15,East,Cai Moreau,web,"1,490",59600.00
2026-07-15,North,Dara Nkemi,direct,311,12440.00
2026-07-15,South,Dara Nkemi,partner,336,13440.00
2026-07-15,West,Ada Okafor,web,476,19040.00
2026-07-15,East,Ada Okafor,direct,"2,277",91080.00
2026-07-15,North,Ben Iyer,partner,"2,096",83840.00
2026-07-15,South,Ben Iyer,web,"1,747",69880.00
2026-07-15,West,Cai Moreau,direct,"1,678",67120.00
2026-07-15,East,Cai Moreau,partner,"1,733",69320.00
2026-07-15,North,Dara Nkemi,web,"1,584",63360.00
2026-07-15,South,Dara Nkemi,direct,826,33040.00
2026-07-15,West,Ada Okafor,partner,315,12600.00
2026-07-15,East,Ada Okafor,web,"1,359",54360.00
2026-07-15,North,Ben Iyer,direct,"2,016",80640.00
2026-07-15,South,Ben Iyer,partner,631,25240.00
2026-07-15,West,Cai Moreau,web,"1,832",73280.00
2026-07-15,East,Cai Moreau,direct,"1,164",46560.00
2026-07-15,North,Dara Nkemi,partner,"1,531",61240.00
2026-07-15,South,Dara Nkemi,web,"2,311",92440.00
2026-07-15,West,Ada Okafor,direct,"1,341",53640.00
2026-07-15,East,Ada Okafor,partner,604,24160.00
2026-07-15,North,Ben Iyer,web,"1,342",53680.00
2026-07-16,South,Ben Iyer,direct,"2,339",93560.00
2026-07-16,West,Cai Moreau,partner,"2,127",85080.00
2026-07-16,East,Cai Moreau,web,267,10680.00
2026-07-16,North,Dara Nkemi,direct,"1,549",61960.00
2026-07-16,South,Dara Nkemi,partner,"2,237",89480.00
2026-07-16,West,Ada Okafor,web,966,38640.00
2026-07-16,East,Ada Okafor,direct,"1,758",70320.00
2026-07-16,North,Ben Iyer,partner,338,13520.00
2026-07-16,South,Ben Iyer,web,"1,777",71080.00
2026-07-16,West,Cai Moreau,direct,382,15280.00
2026-07-16,East,Cai Moreau,partner,"1,761",70440.00
2026-07-16,North,Dara Nkemi,web,599,23960.00
2026-07-16,South,Dara Nkemi,direct,"2,564",102560.00
2026-07-16,West,Ada Okafor,partner,"2,368",94720.00
2026-07-16,East,Ada Okafor,web,"1,418",56720.00
2026-07-16,North,Ben Iyer,direct,624,24960.00
2026-07-16,South,Ben Iyer,partner,"1,472",58880.00
2026-07-16,West,Cai Moreau,web,"1,746",69840.00
2026-07-16,East,Cai Moreau,direct,251,10040.00
2026-07-16,North,Dara Nkemi,partner,336,13440.00
2026-07-16,South,Dara Nkemi,web,"1,968",78720.00
2026-07-16,West,Ada Okafor,direct,"1,363",54520.00
2026-07-16,East,Ada Okafor,partner,547,21880.00
2026-07-16,North,Ben Iyer,web,"1,552",62080.00
2026-07-16,South,Ben Iyer,direct,"2,305",92200.00
2026-07-16,West,Cai Moreau,partner,"1,289",51560.00
2026-07-16,East,Cai Moreau,web,"1,744",69760.00
2026-07-16,North,Dara Nkemi,direct,"2,250",90000.00
2026-07-16,South,Dara Nkemi,partner,969,38760.00
2026-07-16,West,Ada Okafor,web,"1,153",46120.00
2026-07-16,East,Ada Okafor,direct,"2,219",88760.00
2026-07-16,North,Ben Iyer,partner,254,10160.00
2026-07-16,South,Ben Iyer,web,"2,415",96600.00
2026-07-16,West,Cai Moreau,direct,"2,435",97400.00
2026-07-16,East,Cai Moreau,partner,"1,130",45200.00
2026-07-16,North,Dara Nkemi,web,844,33760.00
2026-07-16,South,Dara Nkemi,direct,"2,094",83760.00
2026-07-16,West,Ada Okafor,partner,"2,450",98000.00
2026-07-16,East,Ada Okafor,web,"2,456",98240.00
2026-07-16,North,Ben Iyer,direct,"1,179",47160.00
2026-07-16,South,Ben Iyer,partner,814,32560.00
2026-07-16,West,Cai Moreau,web,"2,451",98040.00
2026-07-16,East,Cai Moreau,direct,964,38560.00
2026-07-16,North,Dara Nkemi,partner,"1,524",60960.00
2026-07-16,South,Dara Nkemi,web,"1,018",40720.00
2026-07-16,West,Ada Okafor,direct,"2,600",104000.00
2026-07-16,East,Ada Okafor,partner,"2,457",98280.00
2026-07-16,North,Ben Iyer,web,"1,052",42080.00
2026-07-16,South,Ben Iyer,direct,361,14440.00
2026-07-16,West,Cai Moreau,partner,"2,499",99960.00
2026-07-16,East,Cai Moreau,web,216,8640.00
2026-07-16,North,Dara Nkemi,direct,"1,003",40120.00
2026-07-16,South,Dara Nkemi,partner,256,10240.00
2026-07-17,West,Ada Okafor,web,500,20000.00
2026-07-17,East,Ada Okafor,direct,"1,559",62360.00
2026-07-17,North,Ben Iyer,partner,"1,228",49120.00
2026-07-17,South,Ben Iyer,web,"2,157",86280.00
2026-07-17,West,Cai Moreau,direct,"1,934",77360.00
2026-07-17,East,Cai Moreau,partner,"2,370",94800.00
2026-07-17,North,Dara Nkemi,web,"1,152",46080.00
2026-07-17,South,Dara Nkemi,direct,"1,037",41480.00
2026-07-17,West,Ada Okafor,partner,"2,037",81480.00
2026-07-17,East,Ada Okafor,web,994,39760.00
2026-07-17,North,Ben Iyer,direct,"2,071",82840.00
2026-07-17,South,Ben Iyer,partner,"1,219",48760.00
2026-07-17,West,Cai Moreau,web,"1,408",56320.00
2026-07-17,East,Cai Moreau,direct,"2,280",91200.00
2026-07-17,North,Dara Nkemi,partner,198,7920.00
2026-07-17,South,Dara Nkemi,web,"1,697",67880.00
2026-07-17,West,Ada Okafor,direct,"1,345",53800.00
2026-07-17,East,Ada Okafor,partner,"1,784",71360.00
2026-07-17,North,Ben Iyer,web,"2,505",100200.00
2026-07-17,South,Ben Iyer,direct,"1,183",47320.00
2026-07-17,West,Cai Moreau,partner,952,38080.00
2026-07-17,East,Cai Moreau,web,757,30280.00
2026-07-17,North,Dara Nkemi,direct,383,15320.00
2026-07-17,South,Dara Nkemi,partner,"1,034",41360.00
2026-07-17,West,Ada Okafor,web,"2,526",101040.00
2026-07-17,East,Ada Okafor,direct,"1,531",61240.00
2026-07-17,North,Ben Iyer,partner,"1,670",66800.00
2026-07-17,South,Ben Iyer,web,502,20080.00
2026-07-17,West,Cai Moreau,direct,961,38440.00
2026-07-17,East,Cai Moreau,partner,242,9680.00
2026-07-17,North,Dara Nkemi,web,811,32440.00
2026-07-17,South,Dara Nkemi,direct,"2,235",89400.00
2026-07-17,West,Ada Okafor,partner,"2,025",81000.00
2026-07-17,East,Ada Okafor,web,"2,450",98000.00
2026-07-17,North,Ben Iyer,direct,"1,036",41440.00
2026-07-17,South,Ben Iyer,partner,"1,065",42600.00
2026-07-17,West,Cai Moreau,web,"1,788",71520.00
2026-07-17,East,Cai Moreau,direct,260,10400.00
2026-07-17,North,Dara Nkemi,partner,"2,581",103240.00
2026-07-17,South,Dara Nkemi,web,"2,022",80880.00
2026-07-17,West,Ada Okafor,direct,471,18840.00
2026-07-17,East,Ada Okafor,partner,388,15520.00
2026-07-17,North,Ben Iyer,web,"2,396",95840.00
2026-07-17,South,Ben Iyer,direct,"2,094",83760.00
2026-07-17,West,Cai Moreau,partner,601,24040.00
2026-07-17,East,Cai Moreau,web,779,31160.00
2026-07-17,North,Dara Nkemi,direct,"1,054",42160.00
2026-07-17,South,Dara Nkemi,partner,980,39200.00
2026-07-17,West,Ada Okafor,web,762,30480.00
2026-07-17,East,Ada Okafor,direct,"1,773",70920.00
2026-07-17,North,Ben Iyer,partner,"1,924",76960.00
2026-07-17,South,Ben Iyer,web,"1,051",42040.00
2026-07-17,West,Cai Moreau,direct,557,22280.00
2026-07-18,East,Cai Moreau,partner,423,16920.00
